Boss,Subordinate,Immediate?
755,63574,1
40164,22130,0
43716,61026,1
20805,101372,0
76045,35922,0
20805,1320,1
46153,5265,1
76045,1377,0
102777,14004,1
3209,9263,0
76045,26990,0
20805,17939,0
755,36088,0
20805,697,0
76045,15260,0
20805,8090,0
755,108366,0
701,40707,0
76045,118324,0
701,3515,0
76045,111105,1
20805,18340,0
3209,5147,0
20805,108729,0
27104,12851,0
3740,796,0
27104,56140,0
20805,45006,0
20805,52249,0
48944,59771,0
76045,5063,1
14758,40502,0
40164,94080,0
113114,94841,0
755,34152,1
113114,29845,0
4671,40253,0
76045,85818,1
896,2793,0
76045,5629,0
2273,1564,0
40164,1599,1
2273,28331,0
701,1498,0
35981,63697,0
896,3740,0
40164,6666,0
2551,27024,1
40164,35922,1
102777,888,1
3720,12661,1
85818,6428,1
14004,35975,1
18477,40253,0
1281,199,1
2273,6186,1
27104,19589,0
896,99,0
20805,19037,0
896,96252,0
7319,836,1
18477,321,0
40164,8252,0
27104,112282,0
40164,7016,1
2273,6299,0
113114,4700,0
40164,18458,0
20805,35839,0
101634,93697,0
701,47235,0
27104,20670,0
2273,93942,1
40164,13726,0
49468,12851,0
1756,4741,0
20805,36073,0
35981,52172,0
2273,3756,0
40164,8466,0
105707,2377,1
76045,19920,1
27104,81612,0
701,94774,0
701,3690,0
76045,5906,0
389,79515,0
76045,40190,0
40196,610,1
102777,2952,1
701,1807,0
40164,40673,0
4671,85770,1
20805,113150,0
20805,111166,0
102777,113968,1
2273,112675,1
755,93942,0
20805,61360,0
20805,35851,0
27107,44832,0
755,40967,0
113114,893,0
755,35885,0
113114,16611,0
113114,2901,0
896,102663,0
579,75627,0
76045,24977,0
4671,43350,0
4671,729,1
19235,47034,0
27104,541,1
896,5986,0
20805,75011,0
18427,74775,0
360,3405,1
76045,52227,0
27104,1208,0
40164,19697,0
304,27003,0
20805,43896,0
40164,27024,0
27104,76849,0
471,2659,0
471,75343,0
182,11303,0
27104,91916,0
76045,830,0
20805,30007,0
76045,63556,0
2841,247,1
27104,891,0
2273,52579,0
755,60796,1
18327,29535,1
20805,114438,0
2273,30637,0
65026,3326,0
40164,5063,1
56700,59368,0
35981,2844,0
35981,52850,0
2273,2378,0
27104,54371,0
304,35975,0
579,54083,0
113114,12687,0
76045,35788,0
40164,3804,1
40164,2056,0
2273,2491,0
905,2480,0
3209,542,0
76045,2909,0
82074,30317,1
113114,91916,0
35901,12661,1
27104,2844,0
2437,22022,1
35981,103861,0
4780,15737,0
40164,2414,0
27104,12268,0
27104,51217,0
701,649,0
40164,30076,0
76045,1040,0
755,63937,0
20805,12194,0
20805,19965,0
27104,27873,0
18472,22318,1
20805,74775,0
113114,40160,0
75322,2844,0
755,11308,0
49468,891,0
4780,19037,0
40164,6751,0
75322,111575,0
75322,2959,0
46153,47034,1
20805,11460,0
104632,2834,0
102777,3583,1
27104,108729,0
79848,5995,0
63797,54083,0
48944,29030,0
27104,6475,0
27104,15344,0
2273,90204,0
2273,40502,0
92989,19866,1
27104,707,0
113114,55131,0
19385,39647,0
20805,11750,0
4682,59856,1
113114,9605,0
27104,52172,0
1498,52772,0
35981,54451,0
701,14318,0
1895,841,0
755,3039,0
2273,43896,1
76045,18989,0
20805,31786,0
35923,11219,1
27104,15737,0
14758,95487,0
17078,41201,0
27104,47364,0
35981,2202,0
20805,3277,0
20805,11544,1
1756,103861,0
76045,247,0
4827,644,0
40164,1435,0
755,14326,0
113114,6186,0
27104,18892,0
35981,62410,0
76045,19104,0
18477,4845,0
896,113147,0
19235,29455,0
896,70004,0
20805,32076,0
76045,239,0
270,1848,1
35885,635,1
19235,2344,1
14758,94841,0
18327,64320,1
755,73955,0
40196,81145,0
3209,85971,0
701,55456,1
3209,14697,0
27104,119430,0
755,64323,0
113114,2343,0
58777,1557,1
4827,11209,0
35981,2038,1
4902,1682,0
40164,112745,0
1055,79495,0
27104,1075,0
755,1233,1
46153,77143,1
1055,16470,0
40164,40153,0
2273,19551,0
81543,27095,0
40164,76288,0
4682,2975,1
35981,492,0
40164,905,1
896,101851,0
896,35342,0
76045,3056,0
5063,3443,1
46153,57899,1
113114,33028,0
76045,42868,0
701,8154,0
579,18811,0
20805,14152,0
755,1436,0
76045,69677,0
40164,2483,0
40164,91386,0
40164,239,0
4671,11568,0
579,57899,0
40164,103674,0
40164,30007,0
76063,2157,0
40164,96252,0
35839,6882,0
113447,3068,0
471,94080,0
40164,3040,0
40164,40221,0
35981,93942,0
101091,89238,1
113114,1016,0
40164,1681,0
75322,7913,0
2273,2834,1
40164,24090,0
20805,71584,0
4671,1945,0
2437,5622,0
20805,3804,1
76045,4960,0
35981,18285,0
896,13697,0
1281,71544,0
1994,970,0
35901,542,1
40196,13697,0
35981,54116,0
5063,27027,1
755,2796,1
2273,43593,0
2273,3068,1
35901,26990,0
755,40673,0
27104,15260,0
2551,4652,1
113114,36174,0
35981,79993,0
40164,72529,0
896,10450,0
48944,30007,0
2273,3594,1
20805,471,0
40164,112831,0
304,3718,0
18472,99811,1
3161,2372,0
5629,41118,0
18656,3000,1
76045,30789,0
2273,64231,0
27104,28183,0
19235,30789,0
896,18285,0
76045,17167,0
18327,19088,1
755,118963,1
18327,1802,1
20805,111441,0
76045,5978,0
5063,10450,1
18327,112745,1
27104,19793,0
701,1847,0
27104,5866,0
20805,51594,0
20805,4759,0
20805,1279,1
30082,796,0
40164,64581,0
896,2990,0
1999,5406,0
49468,113020,0
20805,75343,0
40164,85818,1
14758,4281,0
40164,25397,0
755,2551,1
905,344,1
92989,47034,0
40164,24431,0
102777,40599,1
20805,2789,0
40164,2835,0
40164,18405,0
76045,47364,0
27104,2712,0
27104,6055,0
76045,838,1
896,1040,0
2273,14758,1
27104,1503,0
20805,75969,0
113114,85364,0
40164,40189,0
18327,35923,1
896,2683,0
35981,65367,0
40164,78024,0
40164,37125,0
76045,40539,0
27104,35814,0
2454,75346,0
46153,111313,0
46153,54116,0
896,830,0
20805,36988,1
19235,5265,0
27104,2643,1
49468,35731,0
85818,5970,1
4827,1751,1
27104,2901,0
20805,94970,1
76045,44100,0
2273,93599,0
14758,71380,0
579,15260,0
18327,29146,0
40164,55348,0
19235,44100,0
76045,45013,0
896,74775,0
27104,113020,0
755,90204,0
20805,108805,0
12620,101095,1
2243,11442,1
896,25104,0
270,35901,1
113114,69521,0
40164,1717,0
19235,2940,1
20805,887,0
40164,18656,1
20805,19088,0
19235,13951,0
27104,71701,0
20805,36528,0
701,101609,0
5425,15063,1
896,70610,0
76045,1681,0
5425,627,1
579,53703,0
27104,232,0
27104,2412,0
40164,2027,0
40164,91168,1
35981,1206,0
4827,48314,1
105707,26884,0
896,19162,0
896,1908,0
35901,5978,1
40164,29551,0
27104,107148,0
3161,3154,1
755,2937,1
76045,76050,0
20805,96252,0
40164,4769,1
40164,20747,0
113114,27378,0
35981,3756,0
113114,5265,0
755,35814,0
896,36174,0
12008,35744,0
1994,66131,1
896,1682,0
76045,36528,0
1055,27095,1
20805,17078,0
40164,89537,1
76045,341,0
304,12268,0
701,79495,0
755,1756,1
76045,40153,0
2587,67858,0
76045,9605,0
4780,27315,0
20805,1309,0
20805,7118,0
14758,19385,1
896,1456,0
35981,100659,0
40164,11317,0
896,6120,0
40164,75617,0
76045,16117,0
2587,93942,1
76045,3773,0
40164,40541,0
20805,23753,1
3209,1492,1
1557,2230,0
20805,53371,0
40164,35793,0
49468,116854,0
19235,16117,1
113114,2855,0
40164,73260,0
5425,11446,1
2273,5063,1
389,2230,0
896,1246,0
579,19866,0
113114,2412,0
40164,35744,0
76028,113653,0
20805,1124,0
2273,19385,0
40537,1650,1
6066,7238,1
30174,40133,0
20805,49307,0
40164,16117,0
4827,56703,0
20805,56700,1
755,4897,1
35981,111168,0
40164,43593,0
27104,77143,1
755,27315,0
20805,14318,0
35981,111313,0
76045,2983,0
40164,94070,0
40164,11224,0
896,85340,0
113114,3487,0
40164,30185,0
20805,94725,0
4671,8754,0
113114,34152,0
896,31379,0
2273,827,1
46153,35894,1
20805,2909,0
18327,20195,1
2273,119430,0
4671,7262,0
113114,8754,0
27104,116854,0
1756,28809,0
27104,71891,0
76045,2586,0
19235,5611,1
182,108690,0
20805,986,0
2273,2793,1
2273,21660,0
76045,12106,0
4682,11230,1
40164,28183,0
76045,47822,0
27104,4845,0
20805,71544,0
20805,13747,0
40164,20602,1
1125,2511,1
30323,52579,0
1788,3515,0
2273,3303,0
2378,111168,1
2273,76288,0
27104,49468,1
27104,4700,0
76045,117311,0
2273,107737,1
40164,35923,1
76045,19162,0
755,85818,1
11317,1847,0
20805,98445,0
2489,86554,0
40164,4854,0
76045,3337,0
27104,99,0
40164,18612,1
40164,1822,0
755,2901,0
2273,29845,0
27104,79515,0
19385,11838,0
14758,2502,0
35981,21930,0
20805,28940,1
35981,27055,0
4671,1052,1
896,36138,0
905,1599,1
40164,63797,0
20805,3304,0
27104,321,0
27104,74742,0
27104,5914,0
46153,19220,0
27104,7320,1
2273,1016,0
4671,506,0
105707,6816,0
270,89452,1
27104,3424,0
76045,40189,0
755,2272,0
56700,19718,0
35901,32891,0
76045,5986,0
113114,890,0
3209,20406,0
4780,44728,0
27104,18340,0
579,6055,0
113114,1005,0
896,90204,0
14758,64581,0
2712,77748,1
755,49148,0
755,18458,0
2587,25496,0
27104,75502,0
2273,19697,0
40164,688,0
2454,76115,0
113114,1192,0
35981,113447,0
896,26954,0
49468,79515,0
27104,106180,0
701,70222,0
12620,4769,1
755,57899,0
40164,90204,0
46153,12687,0
14758,18785,0
76045,27055,0
28977,13697,0
40164,19920,1
701,52599,1
102777,999,1
7319,1999,1
20805,40539,0
2273,28701,1
3209,42489,0
27104,14423,1
27104,34166,0
20805,3039,0
35981,600,0
2273,12279,0
76045,33924,0
40164,80187,0
471,14697,0
16611,3487,0
40164,3756,1
27104,1765,0
20805,18422,0
896,5470,0
2273,2603,0
896,61026,0
85818,2645,1
40164,10450,0
40164,59300,0
4827,1932,0
3230,71627,0
1281,108805,0
701,40599,1
19235,3667,1
40164,12661,0
18590,21348,0
11317,1528,0
27104,44892,0
40164,79848,0
270,836,1
755,18340,0
20805,60376,0
1756,27055,1
579,53860,0
3804,30779,0
2273,36999,0
2273,63774,0
49468,3763,0
2273,1599,1
40164,264,0
27104,13657,0
35981,94725,0
27104,22022,0
76045,53703,0
20805,59642,0
58777,11412,0
40164,9298,0
76045,1578,0
76045,113060,0
40164,3526,1
111313,5995,1
755,28655,0
75322,1052,0
113114,22475,0
19235,27315,0
304,6095,0
11838,54116,0
113114,69005,0
40164,66689,0
18477,34357,0
18472,2659,0
20805,112831,0
304,3690,0
40164,13747,0
113114,3040,0
20805,77063,0
2841,1337,1
40164,1040,0
3740,30082,0
20805,24431,0
896,3237,0
701,12771,0
701,49468,1
905,101784,0
12620,75228,1
27104,732,0
2841,27421,0
46153,71380,0
701,12628,0
40164,2586,0
2243,22130,1
76063,97304,0
40164,34166,0
20805,17312,0
76045,31379,0
14758,1786,1
20805,22022,0
755,75391,0
2273,102663,0
40164,3049,0
105707,1374,0
113114,11194,0
20805,23570,0
20805,104632,0
2273,12435,0
905,28830,1
16611,63556,0
579,119430,0
18327,79515,1
35981,40214,0
40164,93736,0
896,40281,0
2273,52590,0
40164,26884,0
113114,90204,0
896,12620,0
20805,7854,0
20805,81145,0
896,2704,0
579,27027,0
304,2964,0
20805,12609,0
20805,28119,0
701,32891,0
20805,1374,0
18422,2420,1
76045,34135,0
27104,45359,0
2273,78743,1
2273,65293,1
896,851,0
20805,36999,0
12499,8090,1
701,1004,0
2273,2502,0
76045,1192,0
1055,85971,0
113114,29549,0
35981,5429,0
40164,87574,0
4780,63797,1
40164,2492,0
112745,26990,1
27104,18511,0
2273,2615,1
102777,2226,1
75322,899,0
4780,8966,0
27104,23430,0
755,107737,0
18422,1021,1
3225,70511,0
49468,40153,0
896,52258,0
701,29030,0
701,21265,0
27104,6299,0
27104,5622,1
71768,33554,1
20805,19920,1
19235,111168,1
40164,1682,0
2273,93680,0
755,18811,0
20805,47822,0
18327,2659,1
701,73260,0
27104,65477,0
20805,1768,0
27104,91433,0
20805,2551,0
20805,12620,0
40164,90090,0
30174,4642,0
113114,3804,0
896,3653,0
27104,104808,0
40164,20865,1
579,53371,0
35981,19104,0
896,15260,0
2273,101784,0
20805,2791,0
35981,72195,0
18327,2230,1
40164,12205,1
2273,11334,0
76045,114589,0
31379,35894,1
20805,470,0
40164,65026,0
5063,30185,0
76045,43350,0
20805,93892,0
40164,81068,0
701,3720,0
20805,1611,0
27104,2286,0
40164,17167,0
58842,199,0
20805,5492,0
40164,101080,0
48944,60078,0
27104,93736,0
18477,1706,0
20805,264,0
896,35969,0
27104,16117,0
701,2206,1
20805,51399,0
3804,3337,0
40164,108366,0
896,54439,0
20805,11997,1
113114,1503,0
18477,15406,0
701,64514,0
304,3345,0
113114,2340,0
35981,14292,0
3715,36401,1
76045,12661,0
113114,818,0
20805,1278,0
27104,94070,0
27104,2491,0
2273,19235,1
896,20277,0
18422,3515,1
27104,12431,0
76045,99,0
28331,5379,0
27104,24977,0
35981,12049,0
701,999,0
40164,761,0
701,1560,0
5063,63638,0
701,22395,0
18427,3040,0
40164,2844,0
27104,949,0
1999,27095,1
20805,1040,0
2937,93942,1
2273,111313,0
20805,54451,0
2273,7016,1
27104,1488,0
40164,52249,0
67858,1578,1
113114,19793,0
40164,40190,0
18327,3154,1
28701,18989,1
3209,891,0
896,114746,0
20805,2502,0
20805,2566,0
3209,14152,0
896,71160,0
2273,45006,0
2273,2417,1
20805,104783,0
27104,88644,0
27104,1342,0
3740,40652,1
20805,707,0
27104,26913,1
4671,75011,0
56700,11953,0
701,73725,0
2937,71768,1
4671,1353,0
755,635,0
3209,5629,0
1895,1861,0
27104,120142,0
4682,40545,0
896,43716,0
46153,12850,0
35981,28809,0
46153,71891,0
27104,88994,0
92989,25104,0
27104,1564,0
40164,19037,0
40164,2343,1
113114,107214,0
40164,74694,0
18422,1444,1
35981,3303,0
35981,28338,0
2273,2877,1
76045,1855,0
27104,4802,0
18477,54091,0
40164,5629,0
896,5075,0
113114,6716,0
896,1990,0
27104,104837,0
40164,101246,0
76045,5416,1
14758,5265,0
76045,63797,0
76045,1761,0
471,13822,0
113114,761,0
20805,54091,0
755,104720,0
48944,3326,0
20805,11308,0
18477,851,0
113114,3363,0
35981,1286,0
755,3392,0
76045,1650,0
270,75502,1
1055,12931,0
19235,44728,0
755,3049,1
755,13971,1
67858,65712,0
19235,704,1
896,30950,0
25496,5946,1
701,36524,0
76045,101095,0
27104,34954,0
113114,1681,0
48944,89273,0
27104,14302,0
20805,6716,0
27104,40189,0
2273,89569,0
40164,13643,0
701,1855,0
19235,54083,0
701,6666,0
20805,4857,0
755,88994,0
27104,42469,0
20805,35861,0
896,113060,0
3209,5906,0
102777,2659,1
896,69949,0
4682,112831,1
304,3344,0
27104,1999,1
1393,112733,1
14758,97374,0
30086,18307,0
27104,40266,0
18466,7592,0
113114,21959,0
1055,3381,0
755,3774,0
1055,114589,0
105707,36523,0
26999,13643,1
12008,8427,0
35981,55055,0
20805,101080,0
40164,114734,0
20805,82074,0
40164,40707,0
579,765,0
5425,2906,1
76045,873,0
35981,111231,0
76045,27018,0
755,1160,0
27104,16470,0
2273,600,0
20805,1413,0
79848,45013,0
304,51254,0
2273,713,0
4780,5866,0
28701,51492,1
113114,96870,0
896,2551,0
35981,96918,0
2273,72284,0
40164,19731,0
58842,86554,0
755,44100,0
113114,509,0
113114,26422,0
2273,35342,1
76045,115014,0
102777,40174,1
40164,3608,0
20805,2844,0
40164,2420,0
40164,35839,0
701,107522,0
113114,19037,0
896,5265,0
40164,74746,0
40164,88504,0
14758,2619,1
701,6095,0
40164,12577,1
304,22130,0
40164,1706,0
20805,41381,0
14758,75627,0
27104,19162,0
40164,53371,0
40164,3277,0
701,22318,0
20805,2511,0
579,40967,0
20805,71432,0
755,15112,0
20805,3620,1
19385,71160,1
78254,95824,0
2273,29455,0
17939,75346,0
27104,104720,0
18327,12609,0
35845,1649,0
20805,1761,0
20805,80043,0
20805,3724,0
102777,112831,1
40164,3506,0
701,11412,0
755,177,0
20805,1650,0
2273,36401,0
76045,30779,0
48944,113653,0
2937,89761,0
20805,31382,0
701,2532,0
701,36528,0
27104,103861,0
19589,108805,0
1055,112745,0
27104,24435,0
113114,87574,0
113114,3004,0
20805,3192,0
40164,2704,0
67858,6471,1
1125,18511,0
40164,16470,0
27104,95487,0
2726,40302,0
76045,2485,0
40164,37643,0
19479,63556,1
2273,26935,0
20805,3715,0
20805,64231,0
40164,87088,0
27107,71432,0
18466,35776,1
20805,85748,0
27104,44100,0
20805,1206,0
76045,55348,0
896,1384,0
2273,5090,1
113114,27903,0
31379,25104,0
31379,199,0
896,42469,0
20805,34954,0
896,112733,0
20805,1512,0
2273,71160,0
35981,65293,0
896,63574,0
113114,100451,0
2273,2376,0
35981,30898,0
2273,53703,0
76045,542,0
2273,40253,0
896,75011,0
7320,11220,1
28701,838,1
7319,35923,1
27104,35931,1
27104,20277,0
896,12431,0
1786,5914,0
76045,108366,0
113114,104307,0
27104,101634,0
35981,101372,0
19235,12617,0
2273,838,0
76045,1044,0
905,851,1
76045,25397,0
701,29136,0
18327,58777,1
27104,91168,0
76045,58842,0
76045,1125,0
20805,63982,0
2273,81093,0
304,112831,0
755,70659,0
27104,35885,0
755,18590,1
102777,29533,1
79848,66114,0
113114,19104,0
27104,30898,0
755,104258,0
40164,63638,0
40164,103861,0
20805,119777,0
35981,71380,0
20805,3703,1
4671,7840,0
2273,3330,0
20195,6882,0
35981,18370,0
896,19220,0
76045,18458,0
20805,3608,0
35981,11334,0
76045,4700,0
2273,3443,0
18472,27889,1
20805,15260,0
896,34621,0
3209,58777,0
40164,4843,0
2273,88994,1
7319,11219,1
701,77127,0
35981,3682,0
3025,3337,1
579,63638,0
3209,3427,0
40164,80625,0
40164,600,0
113114,101246,0
104632,69005,0
76045,40254,0
4671,28830,0
35981,1503,0
102777,51254,1
40164,23563,1
113114,4821,0
4671,23570,0
27104,19928,0
4827,3258,1
20805,93697,0
102777,2056,1
76045,40160,0
27104,506,0
40164,73351,0
270,19088,0
40164,86554,0
18466,2165,0
270,81543,1
40164,2587,1
27104,2448,0
755,2412,1
4671,35927,0
71768,5622,1
35981,12628,0
2937,5622,1
2273,2480,0
20805,20200,0
113114,2738,0
471,836,0
2273,309,1
7320,3667,1
113114,974,0
49468,90544,1
701,20874,0
40164,78832,0
3209,114589,0
2587,16810,1
896,64528,0
40164,2937,1
27104,938,0
896,54121,0
4671,3381,0
49468,56729,0
896,2786,0
76045,118710,0
755,1235,0
20805,2704,0
40164,6010,1
35981,45006,0
76045,6666,0
35981,30789,0
896,11308,0
755,4888,0
755,81145,1
2273,113161,0
304,14004,0
755,1344,1
113114,41766,0
35981,490,0
40164,64231,0
40164,41604,0
16611,91916,0
2273,40281,0
304,2916,0
755,1521,0
19385,15737,0
35981,635,0
27104,18641,0
4780,95487,0
18474,70222,1
2437,71768,1
76045,11358,0
76045,85737,0
113114,30086,0
896,31324,0
40164,1044,0
20805,79993,0
579,95487,0
20805,29549,0
40196,3756,0
76045,23570,0
35981,861,0
76045,104808,0
18327,12268,0
701,88644,0
35981,96161,0
2273,16598,0
20805,2149,0
76045,114136,0
49468,938,1
2841,4787,0
76045,41381,1
471,35927,0
19235,13904,0
16611,54439,0
2273,8970,0
19235,47364,1
755,29845,0
76045,35927,0
76045,5379,0
4671,106180,0
755,986,0
1170,541,1
471,2366,0
18327,2368,1
471,89452,0
40164,3092,0
35981,11370,0
27104,107234,0
20805,2344,1
2273,3487,0
113114,1944,0
4780,18785,0
755,12049,0
35981,63937,0
579,79848,0
1788,706,0
40164,34007,0
896,4741,0
1055,471,0
27104,46660,0
35981,97374,0
76045,27903,0
4671,95,0
701,77020,0
113114,1908,0
79848,4802,0
102777,2916,1
471,94774,0
35981,3237,0
76045,110994,0
20805,27008,0
755,14292,0
35981,51492,0
20805,112675,0
113114,65293,0
27104,761,0
76045,94841,0
896,30323,0
20805,111183,0
76045,18363,0
1756,309,0
36162,29549,1
701,4898,1
701,384,0
20805,94070,0
40196,3487,0
27104,11421,0
20805,1277,1
35981,17312,0
27104,2492,1
755,2376,0
113114,2566,0
707,2297,1
113114,111105,0
27104,18397,0
94555,55180,0
113114,85564,0
30174,90090,0
27104,30085,0
18327,3215,1
20805,6299,0
20805,30076,0
2937,70659,0
17939,35866,1
20805,101091,0
40164,18407,0
20805,1055,0
40164,98889,0
896,28655,0
701,2058,0
76045,836,0
2273,113060,1
27104,2034,0
40164,19482,1
27104,805,0
2273,44892,0
896,21220,0
1999,52772,0
75322,18285,0
755,13697,0
40164,80754,0
18327,1337,1
40164,1677,0
40164,102663,0
27104,1344,1
27104,114746,0
40164,2163,0
76045,40537,1
40164,15112,0
27104,36999,0
27104,54129,1
76045,2834,0
13904,52590,1
40164,35776,0
20805,706,0
40164,830,1
76045,1227,0
755,36383,0
35901,112745,1
18590,96226,0
20805,66131,0
40164,98445,1
113114,7016,1
58777,79515,0
579,92989,0
